p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacity,source
松下（Panasonic） 日本原装进口怡爵高端系列全直流变频壁挂式冷暖空调挂机 1级能效 白色 大1.5匹 VE13KK1,松下三景专卖店,16288726512,20398.00,19287.00,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 日本原装进口怡爵高端系列全直流变频壁挂式冷暖空调挂机 1级能效 白色 大1.5匹 VE13KK1 16288726512 松下三景专卖店 14.5kg 变频 冷暖空调 0元安装，高能效空调，智能空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,松下,变频,松下（Panasonic） 日本原装进口怡爵高端系列全直流变频壁挂式冷暖空调挂机 1级能效 白色 大1.5匹 VE13KK1,1.5匹,京东
松下(Panasonic)怡能E13KJ1大1.5匹壁挂式变频冷暖空调机PM2.5过滤新风,松下优宜融专卖店,15972970294,3488.00,3348.00,2,100,2,0,0,,松下（Panasonic） 松下（Panasonic）E13KJ1 15972970294 松下优宜融专卖店 40.0kg 变频 冷暖空调 变频空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,松下,变频,松下（Panasonic）E13KJ1,1.5匹,京东
松下（panasonic） 松下大1匹直流变频壁挂式冷暖静音节能空调挂机SE9KJ1S 象牙白,松下涌申专卖店,12972704535,3598.00,3048.00,1,100,1,0,0,,松下（panasonic） 松下（panasonic） 松下大1匹直流变频壁挂式冷暖静音节能空调挂机SE9KJ1S 象牙白 12972704535 松下涌申专卖店 34.0kg 变频 冷暖空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（panasonic） 松下大1匹直流变频壁挂式冷暖静音节能空调挂机SE9KJ1S 象牙白,1匹,京东
松下 （Panasonic）新款 大马力厅厨  双离子净化 变频冷暖 家用壁挂式 空调挂机 大2.5匹（UW22KL1） 二级能效,松下电器专卖店,18376967176,11998.00,7998.00,1,100,1,0,0,,松下 松下 （Panasonic）新款 大马力厅厨  双离子净化 变频冷暖 家用壁挂式 空调挂机 大2.5匹（UW22KL1） 二级能效 18376967176 松下电器专卖店 54.0kg 中国大陆 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频 白色 2.5匹 二级能效 20-30㎡，30-40㎡ 壁挂式空调,松下,变频,松下 （Panasonic）新款 大马力厅厨  双离子净化 变频冷暖 家用壁挂式 空调挂机 大2.5匹（UW22KL1） 二级能效,2.5匹,京东
Panasonic 松下YE18KK1大2p离子净化全直流变频怡夏壁挂式无氟冷暖空调,诚信达民电器专营店,10582334425,7698.00,5928.00,0,100,0,0,0,,Panasonic Panasonic 松下YE18KK1大2p离子净化全直流变频怡夏壁挂式无氟冷暖空调 10582334425 诚信达民电器专营店 10.5kg 中国大陆 YE18KK1 变频 冷暖空调 全直流变频 白色 2匹 三级能效 20-30㎡ 壁挂式空调,松下,变频,Panasonic 松下YE18KK1大2p离子净化全直流变频怡夏壁挂式无氟冷暖空调,2匹,京东
松下（panasonic） 变频冷暖壁挂式家用智能空调挂机 白色 空调大1.5匹 E13KJ1,松下金龙专卖店,11253198304,9000.00,4098.00,50,94,50,2,1,超静音,松下（panasonic） 松下（panasonic） 变频冷暖壁挂式家用智能空调挂机 白色 空调大1.5匹 E13KJ1 11253198304 松下金龙专卖店 40.0kg 中国大陆 E9KJ1 变频 冷暖空调 变频空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（panasonic） 变频冷暖壁挂式家用智能空调挂机 白色 空调大1.5匹 E13KJ1,1匹,京东
松下（Panasonic） RE9KK1大1匹变频冷暖空调挂机KFR-26GW/BpRK1,松下空调专卖店,10474497391,6699.00,5398.00,3,100,3,0,0,,松下（Panasonic） 松下（Panasonic） RE9KK1大1匹变频冷暖空调挂机KFR-26GW/BpRK1 10474497391 松下空调专卖店 12.0kg 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调 其他 1匹 二级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） RE9KK1大1匹变频冷暖空调挂机KFR-26GW/BpRK1,1匹,京东
松下 （Panasonic）XE13KK1大1.5匹冷暖变频壁挂式空调挂机一级能效双离子,松下电器专卖店,10350994643,8788.00,6848.00,7,86,6,0,1,外观大气,松下 松下 （Panasonic）XE13KK1大1.5匹冷暖变频壁挂式空调挂机一级能效双离子 10350994643 松下电器专卖店 53.0kg 中国大陆 变频 冷暖空调 高能效空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,松下,变频,松下 （Panasonic）XE13KK1大1.5匹冷暖变频壁挂式空调挂机一级能效双离子,1.5匹,京东
松下（panasonic） KFR-36GW/BpYK1大1.5匹空调挂机YE13KL1 大1.5匹（YE13KK1）,松下涌申专卖店,12967660364,5598.00,4598.00,0,100,0,0,0,,松下（panasonic） 松下（panasonic） KFR-36GW/BpYK1大1.5匹空调挂机YE13KL1 大1.5匹（YE13KK1） 12967660364 松下涌申专卖店 44.5kg 变频 冷暖空调 变频空调 白色 1.5匹 三级能效 20-30㎡ 壁挂式空调,松下,变频,松下（panasonic） KFR-36GW/BpYK1大1.5匹空调挂机YE13KL1 大1.5匹（YE13KK1）,1.5匹,京东
松下（Panasonic） VE22KK1变频冷暖2.5匹KFR-63GW/BpVK1,松下空调专卖店,10471247783,31999.00,24018.00,1,100,1,0,0,完好无损 快递给力,松下（Panasonic） 松下（Panasonic） VE22KK1变频冷暖2.5匹KFR-63GW/BpVK1 10471247783 松下空调专卖店 14.5kg 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频 其他 2.5匹 一级能效 20-30㎡ 壁挂式空调,松下,变频,松下（Panasonic） VE22KK1变频冷暖2.5匹KFR-63GW/BpVK1,2.5匹,京东
松下（panasonic） 大1.5匹直流变频2级能效壁挂式冷暖空调挂机UE13KK1 象牙白,松下涌申专卖店,12977072857,6598.00,5048.00,0,100,0,0,0,,松下（panasonic） 松下（panasonic） 大1.5匹直流变频2级能效壁挂式冷暖空调挂机UE13KK1 象牙白 12977072857 松下涌申专卖店 47.0kg 变频 冷暖空调 白色 1.5匹 二级能效 20-30㎡ 壁挂式空调,松下,变频,松下（panasonic） 大1.5匹直流变频2级能效壁挂式冷暖空调挂机UE13KK1 象牙白,1.5匹,京东
松下（Panasonic） 松下 大1.5匹变频冷暖壁挂式空调挂机 家用 KFR-36GW/BpSJ1S,松下空调专卖店,14782900230,3688.00,3298.00,4,100,4,0,0,特别快 设计美,松下（Panasonic） 松下（Panasonic） 松下 大1.5匹变频冷暖壁挂式空调挂机 家用 KFR-36GW/BpSJ1S 14782900230 松下空调专卖店 9.0kg 变频 冷暖空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） 松下 大1.5匹变频冷暖壁挂式空调挂机 家用 KFR-36GW/BpSJ1S,1匹,京东
松下（Panasonic） 大马力厅厨变频冷暖壁挂式静音空调挂机 二级能效 双离子净化 大3匹 KFR-72GW/BpUWL1,松下三景专卖店,18551663648,10998.00,10659.00,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 大马力厅厨变频冷暖壁挂式静音空调挂机 二级能效 双离子净化 大3匹 KFR-72GW/BpUWL1 18551663648 松下三景专卖店 19.0kg 变频 冷暖空调 静音空调，合资空调，全直流变频 白色 2匹 二级能效 20-30㎡ 壁挂式空调,松下,变频,松下（Panasonic） 大马力厅厨变频冷暖壁挂式静音空调挂机 二级能效 双离子净化 大3匹 KFR-72GW/BpUWL1,2匹,京东
松下（panasonic） 变频冷暖壁挂式家用智能空调挂机二级能效SJH9KL1,松下金龙专卖店,17338993052,6098.00,6098.00,0,100,0,0,0,,松下（panasonic） 松下（panasonic） 变频冷暖壁挂式家用智能空调挂机二级能效SJH9KL1 17338993052 松下金龙专卖店 37.0kg 中国大陆 SJH9KL1 变频 冷暖空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,变频,松下（panasonic） 变频冷暖壁挂式家用智能空调挂机二级能效SJH9KL1,1匹,京东
Panasonic 松下 VE18KK1 大2匹 怡爵壁挂式冷媒加热式变频空调 新品,诚信达民电器专营店,10586330307,23598.00,21798.00,0,100,0,0,0,,Panasonic Panasonic 松下 VE18KK1 大2匹 怡爵壁挂式冷媒加热式变频空调 新品 10586330307 诚信达民电器专营店 11.0kg 日本 VE18KK1 变频 冷暖空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,松下,变频,Panasonic 松下 VE18KK1 大2匹 怡爵壁挂式冷媒加热式变频空调 新品,1.5匹,京东
松下（panasonic） 怡勋 变频冷暖壁挂式家用空调挂机一级能效 白色 空调大2匹  AE18KK1/LAE18KK1,松下金龙专卖店,11253242966,9999.00,7968.00,10,100,10,0,0,,松下（panasonic） 松下（panasonic） 怡勋 变频冷暖壁挂式家用空调挂机一级能效 白色 空调大2匹  AE18KK1/LAE18KK1 11253242966 松下金龙专卖店 45.0kg 中国大陆 AE9KK1/LAE9KK1 变频 冷暖空调 变频空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,松下,变频,松下（panasonic） 怡勋 变频冷暖壁挂式家用空调挂机一级能效 白色 空调大2匹  AE18KK1/LAE18KK1,1匹,京东
松下（panasonic） 怡夏 变频冷暖壁挂式家用智能空调挂机 白色 空调大2匹   YE18KK1,松下金龙专卖店,11253252037,7999.00,5928.00,6,100,6,0,0,,松下（panasonic） 松下（panasonic） 怡夏 变频冷暖壁挂式家用智能空调挂机 白色 空调大2匹   YE18KK1 11253252037 松下金龙专卖店 9.0kg 中国大陆 YE9KK1 变频 冷暖空调 变频空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（panasonic） 怡夏 变频冷暖壁挂式家用智能空调挂机 白色 空调大2匹   YE18KK1,1匹,京东
松下（Panasonic） 松下大1匹 2级能效变频怡涵壁挂式冷暖空调挂机UE9KK1 大1匹,松下空调启沃专卖店,11802029283,5298.00,4598.00,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 松下大1匹 2级能效变频怡涵壁挂式冷暖空调挂机UE9KK1 大1匹 11802029283 松下空调启沃专卖店 44.0kg 中国大陆 UE9KK1 变频 冷暖空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） 松下大1匹 2级能效变频怡涵壁挂式冷暖空调挂机UE9KK1 大1匹,1匹,京东
Panasonic VE9KK1 大1匹怡爵壁挂式冷媒加热式变频空调 2016新品,诚信达民电器专营店,10586256207,20299.00,18198.00,0,100,0,0,0,,Panasonic Panasonic VE9KK1 大1匹怡爵壁挂式冷媒加热式变频空调 2016新品 10586256207 诚信达民电器专营店 11.0kg 日本 VE9KK1  变频 冷暖空调 全直流变频 白色 1匹 一级能效 15-20㎡ 壁挂式空调,松下,变频,Panasonic VE9KK1 大1匹怡爵壁挂式冷媒加热式变频空调 2016新品,1匹,京东
松下（Panasonic） 松下大1.5匹 2级能效怡涵冷暖壁挂式空调挂机UE13KK1 大1.5匹,松下空调启沃专卖店,11802284018,6558.00,4998.00,1,100,1,0,0,,松下（Panasonic） 松下（Panasonic） 松下大1.5匹 2级能效怡涵冷暖壁挂式空调挂机UE13KK1 大1.5匹 11802284018 松下空调启沃专卖店 47.0kg 中国大陆 UE13KK1 变频 冷暖空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,变频,松下（Panasonic） 松下大1.5匹 2级能效怡涵冷暖壁挂式空调挂机UE13KK1 大1.5匹,1.5匹,京东
松下（Panasonic） 新款大厅厨大马力全直流变频冷暖壁挂式空调挂机 一级能效家用 AW22KL1大2.5匹,松下空调专卖店,12262147083,15998.00,11298.00,5,80,4,0,1,外观大气,松下（Panasonic） 松下（Panasonic） 新款大厅厨大马力全直流变频冷暖壁挂式空调挂机 一级能效家用 AW22KL1大2.5匹 12262147083 松下空调专卖店 9.0kg 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频 其他 3匹 一级能效 20-30㎡，30-40㎡ 壁挂式空调,松下,变频,松下（Panasonic） 新款大厅厨大马力全直流变频冷暖壁挂式空调挂机 一级能效家用 AW22KL1大2.5匹,3匹,京东
松下（Panasonic） YE18KK1大2匹变频冷暖空调KFR-51GW/BpYK1,松下空调专卖店,10474183587,7999.00,5928.00,40,100,40,0,0,特别快,松下（Panasonic） 松下（Panasonic）YE18KK1 10474183587 松下空调专卖店 12.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 其他 2匹 三级能效 20-30㎡ 壁挂式空调,松下,变频,松下（Panasonic）YE18KK1,2匹,京东
松下（Panasonic） VE13KK1变频冷暖1.5匹KFR-36GW/BpVK1,松下空调专卖店,10471215556,22999.00,19218.00,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） VE13KK1变频冷暖1.5匹KFR-36GW/BpVK1 10471215556 松下空调专卖店 14.5kg 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 其他 1.5匹 一级能效 15-20㎡ 壁挂式空调,松下,变频,松下（Panasonic） VE13KK1变频冷暖1.5匹KFR-36GW/BpVK1,1.5匹,京东
松下（Panasonic） 壁挂式家用变频冷暖空调挂机怡能系列节能静音空调 大2匹 KFR-51GW/BpSJ1S,松下三景专卖店,17930901625,5998.00,5398.00,8,100,8,0,0,,松下（Panasonic） 松下（Panasonic） 壁挂式家用变频冷暖空调挂机怡能系列节能静音空调 大2匹 KFR-51GW/BpSJ1S 17930901625 松下三景专卖店 10.0kg 变频 冷暖空调 静音空调，合资空调，全直流变频 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） 壁挂式家用变频冷暖空调挂机怡能系列节能静音空调 大2匹 KFR-51GW/BpSJ1S,1匹,京东
松下 大2匹 全直流变频一级能效 怡臻壁挂式冷暖空调 XE18KK1 白色 2匹,松下空调启沃专卖店,11803578403,11299.00,8798.00,2,100,2,0,0,,松下（Panasonic） 松下 大2匹 全直流变频一级能效 怡臻壁挂式冷暖空调 XE18KK1 白色 2匹 11803578403 松下空调启沃专卖店 68.0kg 中国大陆 XE18KK1 变频 冷暖空调 全直流变频 白色 2匹 一级能效 20-30㎡ 壁挂式空调,松下,变频,松下 大2匹 全直流变频一级能效 怡臻壁挂式冷暖空调 XE18KK1 白色 2匹,2匹,京东
松下（panasonic） 大1.5匹变频冷暖型1级能效双离子净化空调挂机XE13KK 象牙白,松下涌申专卖店,12968192747,8998.00,8298.00,0,100,0,0,0,,松下（panasonic） 松下（panasonic） 大1.5匹变频冷暖型1级能效双离子净化空调挂机XE13KK 象牙白 12968192747 松下涌申专卖店 49.0kg 定频 冷暖空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,松下,定频,松下（panasonic） 大1.5匹变频冷暖型1级能效双离子净化空调挂机XE13KK 象牙白,1.5匹,京东
松下（Panasonic） 全直流变频 1级能效 怡臻旗舰系列冷暖智能静音空调挂机 白色 大1匹 KFR-26GW/BpXK1,松下三景专卖店,18672776930,9898.00,7048.00,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 全直流变频 1级能效 怡臻旗舰系列冷暖智能静音空调挂机 白色 大1匹 KFR-26GW/BpXK1 18672776930 松下三景专卖店 12.0kg 变频 冷暖空调 智能空调，静音空调，合资空调，全直流变频，自动清洁 白色 1匹 一级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） 全直流变频 1级能效 怡臻旗舰系列冷暖智能静音空调挂机 白色 大1匹 KFR-26GW/BpXK1,1匹,京东
松下（Panasonic） AE9KK1大1匹变频冷暖空调挂KFR-26GW/BpAK1,松下空调专卖店,10471499583,7999.00,5698.00,10,92,10,1,0,,松下（Panasonic） 松下（Panasonic）AE9KK1 10471499583 松下空调专卖店 13.0kg 变频 冷暖空调 变频空调 其他 1匹 一级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic）AE9KK1,1匹,京东
松下17年新品KFR-36GW/BpSFL1大1.5匹二级能效变频空调挂机SFE13KL1 象牙白,松下涌申专卖店,13180570900,4599.00,3798.00,2,100,2,0,0,,松下（panasonic） 松下17年新品KFR-36GW/BpSFL1大1.5匹二级能效变频空调挂机SFE13KL1 象牙白 13180570900 松下涌申专卖店 44.5kg 变频 冷暖空调 变频空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,变频,松下17年新品KFR-36GW/BpSFL1大1.5匹二级能效变频空调挂机SFE13KL1 象牙白,1.5匹,京东
松下（panasonic） 松下1大1.5匹1级能效原装压缩机全直流变频AH13KL1 象牙白,松下涌申专卖店,12970590883,8598.00,8198.00,0,100,0,0,0,,松下（panasonic） 松下（panasonic） 松下1大1.5匹1级能效原装压缩机全直流变频AH13KL1 象牙白 12970590883 松下涌申专卖店 53.0kg 变频 冷暖空调 白色 1.5匹 一级能效 20-30㎡ 壁挂式空调,松下,变频,松下（panasonic） 松下1大1.5匹1级能效原装压缩机全直流变频AH13KL1 象牙白,1.5匹,京东
松下 （Panasonic）AE18KK1大2匹壁挂式冷暖变频空调挂机一级节能双离子净化,松下电器专卖店,10477783668,9498.00,8568.00,6,83,5,0,1,态度好,松下 松下 （Panasonic）AE18KK1大2匹壁挂式冷暖变频空调挂机一级节能双离子净化 10477783668 松下电器专卖店 50.0kg 中国大陆 变频 冷暖空调 白色 2匹 一级能效 20-30㎡ 壁挂式空调,松下,变频,松下 （Panasonic）AE18KK1大2匹壁挂式冷暖变频空调挂机一级节能双离子净化,2匹,京东
Panasonic 松下（）YE9KK1 大1匹 离子净化全直流变频 怡夏壁挂式冷暖空调,诚信达民电器专营店,10582275299,4998.00,3898.00,1,100,1,0,0,,Panasonic Panasonic 松下（）YE9KK1 大1匹 离子净化全直流变频 怡夏壁挂式冷暖空调 10582275299 诚信达民电器专营店 10.5kg 中国大陆 YE9KK1 变频 冷暖空调 白色 1匹 三级能效 15-20㎡ 壁挂式空调,松下,变频,Panasonic 松下（）YE9KK1 大1匹 离子净化全直流变频 怡夏壁挂式冷暖空调,1匹,京东
Panasonic 松下 怡臻系列 大1匹 全直流变频 一级能效 壁挂式冷暖空调 XE9KK1/LXE9KK1,诚信达民电器专营店,19047213329,8098.00,6848.00,0,100,0,0,0,,Panasonic Panasonic 松下 怡臻系列 大1匹 全直流变频 一级能效 壁挂式冷暖空调 XE9KK1/LXE9KK1 19047213329 诚信达民电器专营店 12.0kg 中国大陆 XE9KK1 变频 冷暖空调 自动清洁 白色 1匹 一级能效 15-20㎡ 壁挂式空调,松下,变频,Panasonic 松下 怡臻系列 大1匹 全直流变频 一级能效 壁挂式冷暖空调 XE9KK1/LXE9KK1,1匹,京东
松下 变频冷暖 家用壁挂式 空调挂机 二级节能 大1匹（SJH9KL1） 蓄热除霜,松下电器专卖店,17856756399,8998.00,6098.00,0,100,0,0,0,,松下 松下 变频冷暖 家用壁挂式 空调挂机 二级节能 大1匹（SJH9KL1） 蓄热除霜 17856756399 松下电器专卖店 47.0kg 中国大陆 变频 冷暖空调 白色 1.5匹 二级能效 20-30㎡ 壁挂式空调,松下,变频,松下 变频冷暖 家用壁挂式 空调挂机 二级节能 大1匹（SJH9KL1） 蓄热除霜,1.5匹,京东
松下（Panasonic） 新款大厅厨全直流变频冷暖壁挂式空调挂机 一级能效家用 大3匹KFR-72GW/BpAWL1,松下空调专卖店,14785650662,15500.00,13298.00,3,100,3,0,0,,松下（Panasonic） 松下（Panasonic） 新款大厅厨全直流变频冷暖壁挂式空调挂机 一级能效家用 大3匹KFR-72GW/BpAWL1 14785650662 松下空调专卖店 15.0kg 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频 其他 3匹 一级能效 20-30㎡，30-40㎡ 壁挂式空调,松下,变频,松下（Panasonic） 新款大厅厨全直流变频冷暖壁挂式空调挂机 一级能效家用 大3匹KFR-72GW/BpAWL1,3匹,京东
松下 （Panasonic）YE13KK1 大1.5匹变频冷暖壁挂式空调挂机双离子净化,松下电器专卖店,10351415562,5498.00,4288.00,10,100,10,0,0,外观大气,松下 松下 （Panasonic）YE13KK1 大1.5匹变频冷暖壁挂式空调挂机双离子净化 10351415562 松下电器专卖店 54.0kg 中国大陆 变频 冷暖空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,松下,变频,松下 （Panasonic）YE13KK1 大1.5匹变频冷暖壁挂式空调挂机双离子净化,1.5匹,京东
