评论数,差评,售价,标价,型号,商品ID,品牌,商品名称,关键字,好评,中评,好评率,商铺名称
300,6,299,358,"长城FL-65,1595907,11.74kg,中国大陆,无定时,三档调节,正常风,3片,无,机械式,工业扇",1595907,长城（CHANGCHENG）,长城（CHANGCHENG）FL-65 电风扇 工业扇工厂车间厂房落地扇,质量不错 风力很大 底座很稳 风扇不错 扇网坚固 安装方便 电机好 使用方便 安全节能 颜色漂亮 360°摇头 远程遥控 底座很稳 质量不错 颜色漂亮,300,10,95,长城官方旗舰店
100,0,269,699,"美的（Midea）KYS30-10CR 家用电风扇升降定时静音转页扇 落地扇 带遥控,12490169736, ,3.5kg,中国大陆,DS070103MD001-JD,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,转页扇",12490169736,美的,美的（Midea）KYS30-10CR 家用电风扇升降定时静音转页扇 落地扇 带遥控,扇网坚固 风很柔和 安装方便 使用方便 噪音很小 风扇不错 遥控方便 颜色漂亮 广角送风 造型美观 广角送风 风很柔和 底座很稳,100,1,99,美的护理旗舰店
10,0,1299,1599,"莱克新品 电风扇 魔力风智能空气调节扇F301 家用台式电风扇,12515453827, ,2.3kg,F301,2-8小时,三档调节,正常风、自然风、睡眠风,6片,1级,遥控式,台扇",12515453827,莱克（LEXY）,莱克新品 电风扇 魔力风智能空气调节扇F301 家用台式电风扇,噪音很小 质量不错 电机好 睡眠风不错 遥控方便 安全节能 广角送风 风很柔和 扇网坚固 安装方便 噪音很小 安全节能 遥控方便 扇网坚固 睡眠风不错 噪音很小 电机好 遥控方便 睡眠风不错 颜色漂亮 电机好,10,0,100,莱克(LEXY)旗舰店
900,20,129,199,"格力（GREE)电风扇家用 KYT-2501 台扇 转页扇 定时 倾倒断电,10130163662, ,2.5kg,中国大陆,KYT-2501,2小时以下,三档调节,正常风,5片,2级,机械式,转页扇，台扇",10130163662,格力（GREE）,格力（GREE)电风扇家用 KYT-2501 台扇 转页扇 定时 倾倒断电,噪音很小 风很柔和 使用方便 质量不错 风扇不错 电机好 风力很大 睡眠风不错 底座很稳 安装方便 质量不错 噪音很小 广角送风 风力很大 电机好 风扇不错 噪音很小 使用方便 造型美观 电机好 噪音很小 质量不错 噪音很小 使用方便 底座很稳 质量不错,800,40,94,格力傲信专卖店
300,4,109,169,"美菱FT-30A(3）,4813074,3.16kg,中国大陆,2小时以下,三档调节,正常风,4片,2级,机械式,台扇",4813074,美菱（MeiLing）,美菱（MeiLing）FT-30A(3） 电风扇四叶台式转页扇,噪音很小 安全节能 风力很大 质量不错 造型美观 使用方便 安装方便 颜色漂亮 风扇不错 风很柔和,300,10,96,美菱自营两季旗舰店
400,5,248,488,"【京东配送】日本IRIS/爱丽思空气循环扇电风扇家用台式对流扇静音摇头台扇PCF-M15C 白色,10392478829, ,3.0kg,无定时,三档调节,正常风,3片,无,机械式,台扇，空气循环扇",10392478829,IRIS,【京东配送】日本IRIS/爱丽思空气循环扇电风扇家用台式对流扇静音摇头台扇PCF-M15C 白色,质量不错 造型美观 风扇不错 使用方便 噪音很小 扇网坚固 电机好 睡眠风不错 安全节能 风很柔和,400,7,97,爱丽思幸辉国际专卖店
400,2,199,299,"NUTK 手持小风扇 USB可充电风扇 学生迷你便携办公室家用 电脑桌面台式移动静音小风扇 绿色,1987583779, ,300.00g,无定时,无极变速,正常风,3片,无,机械式,USB风扇，风扇伴侣",1987583779,None,NUTK 手持小风扇 USB可充电风扇 学生迷你便携办公室家用 电脑桌面台式移动静音小风扇 绿色,噪音很小 风很柔和 广角送风 造型美观 安全节能 电机好 底座很稳 质量不错 使用方便 风扇不错 风力很大 安全节能 底座很稳 使用方便 扇网坚固 底座很稳 电机好 睡眠风不错 风很柔和 风力很大 电机好 安装方便 扇网坚固 风力很大 睡眠风不错,400,6,99,跨境数码全球购旗舰店
800,30,38,99,"凌耀（LINGYAO）LY-031大白卡通台式小电风扇办公室台扇学生宿舍迷你节能风扇转页扇,11374377414, ,1.7kg,无定时,二档调节,正常风,3片,1级,机械式,台扇",11374377414,凌耀（LINGYAO）,凌耀（LINGYAO）LY-031大白卡通台式小电风扇办公室台扇学生宿舍迷你节能风扇转页扇,风扇不错 使用方便 造型美观 安全节能 颜色漂亮 安装方便 风力很大 噪音很小 质量不错 风很柔和,700,30,93,凌耀生活电器旗舰店
200,6,269,698,"艾美特(Airmate)电风扇塔扇 FT47R-W 无叶风扇大厦风扇 静音 遥控家用香熏盒 黑色,11317342671, ,4.73kg,FT47R-W,2-8小时,四档调节,正常风、自然风、睡眠风,7片及以上,无,遥控式,塔扇",11317342671,艾美特（AIRMATE）,艾美特(Airmate)电风扇塔扇 FT47R-W 无叶风扇大厦风扇 静音 遥控家用香熏盒 黑色,风扇不错 遥控方便 造型美观 远程遥控,200,10,91,艾美特子云专卖店
100,4,239,699,"TCL塔扇/电风扇/落地扇/摇头立式定时静音无叶遥控大夏扇 白色遥控款,12396200647, ,3.2kg,中国大陆,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,1级,机械式,塔扇",12396200647,TCL,TCL塔扇/电风扇/落地扇/摇头立式定时静音无叶遥控大夏扇 白色遥控款,质量不错 噪音很小 广角送风 风很柔和 造型美观 颜色漂亮 电机好 遥控方便 适合宝宝 安装方便 风很柔和 广角送风 使用方便 质量不错 噪音很小 造型美观,100,10,93,TCL丁丁专卖店
1900,30,129,259,"先锋FS40-11AEC(DD1221),838037,6.7kg,浙江宁波,DD1221,2-8小时,三档调节,正常风,5片,2级,机械式,落地扇",838037,先锋（SINGFUN）,先锋（Singfun）电风扇/落地扇DD1221,还可以吧 风扇不错 安装方便 风力很大 使用方便 质量不错 底座很稳 声音小 颜色漂亮 造型美观,1800,90,93,先锋两季品旗舰店
20,0,2499,2999,"莱克新品 魔力风智能空气循环调节扇F501 电风扇落地家用摇头立式静音 ,12094748620, ,2.5kg,F501,2-8小时,三档调节,正常风、自然风、睡眠风,7片及以上,无,APP控制,落地扇，空气循环扇",12094748620,莱克（LEXY）,莱克新品 魔力风智能空气循环调节扇F501 电风扇落地家用摇头立式静音 ,风扇不错 风很柔和 扇网坚固 风力很大 质量不错 造型美观 噪音很小 安全节能 电机好 适合宝宝 扇网坚固 风扇不错 安全节能 风很柔和 使用方便,20,0,100,莱克(LEXY)旗舰店
100,7,269,319,"美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,11524626939, ,4.6kg,中国大陆,FZ10-17DW,2小时以下,三档调节,正常风、自然风、睡眠风,无叶,1级,机械式,塔扇",11524626939,美的（Midea）,美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,安全节能 质量不错 睡眠风不错 适合宝宝 风很柔和 风力很大 风扇不错 遥控方便 颜色漂亮 安装方便,100,1,93,美的环境电器旗舰店
60,1,759,799,"美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能静音 冷风机,11274497954, ,8.5kg,中国大陆,AD120-S,2-8小时,三档调节,正常风,无叶,1级,遥控式,塔扇",11274497954,美的（Midea）,美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能静音 冷风机,风很柔和 造型美观 使用方便 风很柔和 造型美观 使用方便,50,2,95,美的绿灯侠专卖店
2500,60,69,169,"北欧欧慕NFS405,2684361,275.00g,中国大陆,二档调节,正常风,7片及以上,无,机械式,USB风扇",2684361,北欧欧慕（nathome）,瑞典北欧欧慕（nathome）NFS405 电风扇 USB桌面型小风扇 双排扇叶电风扇 迷你办公型电风扇 低噪音 白色,风扇不错 噪音很小 造型美观 使用方便 质量不错 风很柔和 风力很大 颜色漂亮 底座很稳 安全节能 颜色漂亮 声音小,2400,90,94,北欧欧慕厨电旗舰店
4300,70,59,99,"TCLFO-18T2,2501316,0.74kg,中国大陆,二档调节,正常风,4片,无,机械式,台扇，壁扇，空气循环扇，USB风扇",2501316,TCL,TCL FO-18T2 电风扇/7寸USB风扇/台扇/夹扇/床头小风扇,风扇不错 使用方便 噪音很小 质量不错 风很柔和 安全节能 颜色漂亮 底座很稳 风力很大 造型美观 广角送风 质量不错 风很柔和 造型美观,4000,100,94,TCL电风扇旗舰店
2800,90,89,139,"凯迪 电风扇家用落地扇静音办公室宿舍电扇摇头定时立式风扇非遥控风扇 A21黑色定时,11781356481, ,8.0kg,A21,2小时以下,三档调节,正常风,5片,3级,机械式,落地扇",11781356481,凯迪电器,凯迪 电风扇家用落地扇静音办公室宿舍电扇摇头定时立式风扇非遥控风扇 A21黑色定时,风力很大 质量不错 风很柔和 安装方便 噪音很小 使用方便 颜色漂亮 造型美观 扇网坚固 底座很稳,2600,100,93,凯迪电器官方旗舰店
200,4,109,129,"格力（GREE）KYT-2501灰色家用床头静音小台扇台式转页扇 迷你办公室学生宿舍电风扇,12109625802, ,2.52kg,中国大陆,KYT-2501,无定时,四档调节,正常风,5片,2级,机械式,转页扇，台扇",12109625802,格力（GREE）,格力（GREE）KYT-2501灰色家用床头静音小台扇台式转页扇 迷你办公室学生宿舍电风扇,风很柔和 噪音很小 使用方便 风扇不错 造型美观 质量不错 安全节能 遥控方便 适合宝宝 风力很大 风扇不错 扇网坚固 电机好 远程遥控 底座很稳,200,5,96,格力鼎格专卖店
100,3,218,299,"格力（GREE）FD-4025Bah5-WG 五叶遥控落地扇 电风扇 家用静音大风量 ,12266727905, ,6.4kg,中国大陆,FD-4025Bah5-WG,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇，台扇，工业扇",12266727905,格力（GREE）,格力（GREE）FD-4025Bah5-WG 五叶遥控落地扇 电风扇 家用静音大风量 ,噪音很小 风扇不错 使用方便 遥控方便 质量不错 颜色漂亮 底座很稳 风很柔和 广角送风 安装方便,100,0,98,格力伟宏专卖店
1200,20,149,459,"艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,1536539063, ,3.81kg,FBW32T2L,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",1536539063,艾美特（AIRMATE）,艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,噪音很小 风很柔和 风扇不错 质量不错 使用方便 颜色漂亮 底座很稳 声音小 风力很大 安全节能 噪音很小 风扇不错 安装方便 360°摇头 扇网坚固 噪音很小 质量不错 风力很大 安全节能 风扇不错 安装方便 质量不错 噪音很小 造型美观 底座很稳 质量不错 风很柔和 噪音很小,1100,30,96,艾美特子云专卖店
800,20,149,229,"艾美特(Airmate)电风扇 1.2米吊扇纯铜电机  吸顶扇48吋家用楼顶扇,1547642818, ,5.5kg,1.2米吊扇,无定时,五档调节,正常风,3片,3级,机械式,吊扇",1547642818,艾美特（AIRMATE）,艾美特(Airmate)电风扇 1.2米吊扇纯铜电机  吸顶扇48吋家用楼顶扇,风扇不错 质量不错 安装方便 噪音很小 使用方便 风力很大 风很柔和 电机好 扇网坚固 底座很稳 广角送风 遥控方便 风力很大 使用方便 睡眠风不错 质量不错 造型美观 安装方便 底座很稳 遥控方便 质量不错,800,40,92,艾美特子云专卖店
1400,20,169,299,"澳柯玛KYT-30ND03(Y),1443863,4.0kg,中国青岛,2-8小时,三档调节,正常风、自然风、睡眠风,6片,2级,遥控式,转页扇",1443863,澳柯玛（AUCMA）,澳柯玛（AUCMA）KYT-30ND03(Y) 遥控升降式转页扇/电风扇,风扇不错 质量不错 使用方便 遥控方便 安装方便 噪音很小 造型美观 风很柔和 风力很大 远程遥控,1400,50,94,澳柯玛两季品旗舰店
100,1,489,899,"蝙蝠(bianfu)BV-1 电风扇/雾化加湿风扇/遥控落地扇/家用喷雾扇 玫瑰金,11793940755, ,9.8kg,中国大陆,BV-1,2-8小时,三档调节,正常风、自然风、睡眠风,4片,1级,遥控式,落地扇",11793940755,蝙蝠,蝙蝠(bianfu)BV-1 电风扇/雾化加湿风扇/遥控落地扇/家用喷雾扇 玫瑰金,适合宝宝 遥控方便 使用方便 风扇不错 造型美观 扇网坚固 电机好 质量不错 风力很大 安装方便,100,2,97,莱帕专营店
4100,100,49,119,"TCLT4-1,2419557,260.00g,中国大陆,台扇，USB风扇，风扇伴侣,4片,三档调节,正常风",2419557,TCL,TCL T4-1 手持USB移动便携式风扇可充电可蓄电低噪照明创意迷你卡通小风扇,风扇不错 风力很大 使用方便 质量不错 造型美观 噪音很小 安全节能 颜色漂亮 风很柔和 扇网坚固,3700,100,91,TCL电风扇旗舰店
3400,60,99,299,"康佳KF-40W03,2495918,3.66kg,中国大陆,KF-40W03,无定时,三档调节,正常风,5片,2级,机械式,壁扇",2495918,康佳（KONKA）,康佳（KONKA）壁扇/电风扇/ 机械式壁扇/不带遥控KF-40W03,安装方便 质量不错 风扇不错 风力很大 使用方便 安全节能 噪音很小 风很柔和 电机好 广角送风,3300,80,96,康佳两季品旗舰店
1000,10,249,269,"【京东配送】先创BL-P大工业风扇/电风扇台式/趴地扇/落地扇/台扇/台地扇 【20寸工业商用】【转速1320】【风量7200】,10226879113, ,5.0kg,12寸,无定时,三档调节,正常风,3片,3级,机械式,落地扇，台扇，工业扇",10226879113,先创（XIANCHUANG）,【京东配送】先创BL-P大工业风扇/电风扇台式/趴地扇/落地扇/台扇/台地扇 【20寸工业商用】【转速1320】【风量7200】,风力很大 风扇不错 使用方便 质量不错 电机好 广角送风 安装方便 扇网坚固 噪音很小 安全节能 安装方便 使用方便 安全节能 造型美观 底座很稳 电机好 风力很大 风扇不错,900,10,96,先创旗舰店
2200,30,99,269,"先科（SAST）电风扇落地扇升降静音落地风扇家用宿舍电扇 机械款219,10343440517, ,6.5kg,中国大陆,2-8小时,三档调节,正常风,5片,2级,遥控式,落地扇",10343440517,先科（SAST）,先科（SAST）电风扇落地扇升降静音落地风扇家用宿舍电扇 机械款219,风扇不错 风力很大 安装方便 质量不错 造型美观 使用方便 噪音很小 风很柔和 底座很稳 颜色漂亮 安装方便 安装方便 风力很大 造型美观,2100,50,97,先科SAST专卖店
2400,100,149,229,"艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,1547674827, ,3.0kg,1.4米吊扇,无定时,五档调节,正常风,3片,3级,机械式,吊扇",1547674827,艾美特（AIRMATE）,艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,质量不错 风扇不错 风力很大 安装方便 使用方便 电机好 噪音很小 风很柔和 造型美观 安全节能 使用方便 风力很大 质量不错 质量不错 质量不错 安装方便 质量不错 扇网坚固 使用方便,2200,90,91,艾美特子云专卖店
10,0,3298,3880,"美国进口VORNADO沃拿多涡流空气对流循环扇795C家用落地扇电风扇 浅灰色,10285327635, ,1.0kg,19967126554,无定时,五档调节,正常风,无叶,1级,落地扇",10285327635,沃拿多,美国进口VORNADO沃拿多涡流空气对流循环扇795C家用落地扇电风扇 浅灰色,,10,0,100,沃拿多旗舰店
40,1,999,2099,"艾美特FB3060RI,3918831,6.61kg,中国,8小时以上,无极变速,正常风、自然风、睡眠风,5片,无,遥控式,转页扇",3918831,艾美特（AIRMATE）,艾美特(Airmate) FB3060RI 遥控直流变频转页扇/电风扇,遥控方便 电机好 质量不错 远程遥控 睡眠风不错 使用方便 扇网坚固 造型美观 适合宝宝 安装方便 风很柔和 远程遥控 电机好,40,2,94,艾美特生活电器旗舰店
200,5,159,299,"卡帝亚FT-TS45A,4674874,3.7kg,浙江宁波,无定时,三档调节,正常风,无叶,1级,机械式,塔扇",4674874,卡帝亚（KADEER）,卡帝亚（Kadeer） FT-TS45A塔扇/电风扇,使用方便 安装方便 噪音很小 造型美观 风很柔和 颜色漂亮 安全节能 电机好 风扇不错 广角送风,100,10,93,卡帝亚两季品旗舰店
5500,60,59,139,"奥克斯FO-18A6,2501328,1.18kg,中国大陆,无定时,二档调节,正常风,3片,无,机械式,转页扇，台扇，空气循环扇，风扇伴侣",2501328,奥克斯（AUX）,奥克斯（AUX）FO-18A6 电风扇/台扇/转页扇/办公鸿运扇/床头扇,风扇不错 质量不错 风力很大 使用方便 造型美观 风很柔和 颜色漂亮 噪音很小 安全节能 底座很稳 风扇不错 风力很大 质量不错 造型美观 风力很大,5200,100,96,奥克斯电风扇旗舰店
20,0,1899,3099,"艾美特SA35195R,4533820,7.15kg,中国,8小时以上,无极变速,正常风、自然风、睡眠风,7片及以上,无,APP控制,台扇",4533820,艾美特（AIRMATE）,艾美特(Airmate) SA35195R 七叶语音智能遥控直流变频台立扇/电风扇,安装方便 底座很稳 风很柔和 颜色漂亮 造型美观 安全节能 扇网坚固 电机好 广角送风 远程遥控 安装方便 安全节能 底座很稳 风很柔和 颜色漂亮 安装方便 电机好 扇网坚固 遥控方便 安全节能 风扇不错 底座很稳 造型美观 安装方便 风很柔和 超值优惠 高端大气 科技十足 奢华惊艳 使用方便 造型美观 远程遥控 广角送风 底座很稳,20,0,100,艾美特生活电器旗舰店
