p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type
飞利浦(PHILIPS)吸尘器FC8086/81家用无尘袋大功率 (玲珑粉),飞利浦品牌旗舰店,1274229,499.00,499.00,9200,97,9000,100,70,飞利浦（PHILIPS）,吸力很大 使用方便 质量不错 吸尘器不错 吸尘很干净 电源线够长 打扫干净 东西不错 功率大 吸头很多 吸力很大 外观漂亮 小巧轻便,"飞利浦FC8086/81,1274229,4.95kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，床铺,水洗尘杯，水洗滤网，旋风过滤,卧式吸尘器,电源式（5米以下）,1000w-1399w,地面吸头，缝隙吸头，扁嘴吸头",地面吸头，缝隙吸头，扁嘴吸头
莱克（LEXY）吸尘器家用 手持式无线 吸尘器车用 SPD1005 香槟金,莱克官方旗舰店,11814557414,1599.00,1599.00,100,100,100,0,0,莱克（LEXY）,吸力很大 噪音小 功率大 质量不错 吸尘器不错 吸尘很干净 刷头多样 吸力持久 使用方便 打扫干净 吸力很大 外观漂亮 小巧轻便 打扫干净 使用方便 质量不错 吸尘很干净 吸力持久 吸尘器不错 噪音小 小巧轻便 吸尘器不错 质量不错 尘杯容量大 吸尘器不错,"莱克（LEXY）吸尘器家用 手持式无线 吸尘器车用 SPD1005 香槟金,11814557414, ,4.6kg,中国大陆,19A60001E,地板，地毯，瓷砖，沙发，床铺，汽车,无线吸尘器,充电式（无线）,500W以下,电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头
飞利浦（PHILIPS）吸尘器家用手持卧式吸尘机大功率无尘袋小型静音除螨吸尘器 亮铜色FC9912/81-1800w手柄遥控,飞利浦生活电器专卖店,10622713363,3999.00,3399.00,40,98,40,1,0,飞利浦（PHILIPS）,功率大 吸尘很干净 电源线够长 使用方便 外观漂亮 吸头很多 吸力很大 质量不错 配件齐全 吸力持久 吸尘器不错 质量不错 吸力很大 吸头很多 功率大,"飞利浦（PHILIPS）吸尘器家用手持卧式吸尘机大功率无尘袋小型静音除螨吸尘器 亮铜色FC9912/81-1800w手柄遥控,10622713363, ,11.18kg,土耳其,FC9911/FC9912,地板，地毯，瓷砖，厨房，沙发，床铺,水洗尘杯，水洗滤网，旋风过滤,卧式吸尘器,电源式（5米-10米）,1800w及以上,床褥沙发吸头，地面吸头，毛刷吸头，小吸头，其他",床褥沙发吸头，地面吸头，毛刷吸头，小吸头，其他
美的（Midea）吸尘器C3-L111D家用短道内旋风分离,美的吸尘器旗舰店,2713086,469.00,389.00,4900,97,4700,90,60,美的（Midea）,吸力很大 外观漂亮 吸尘器不错 打扫干净 质量不错 使用方便 吸尘很干净 电源线够长 小巧轻便 配件齐全 打扫干净 吸尘很干净 吸力很大 吸力很大 使用方便 电源线够长 吸尘器不错 打扫干净 打扫干净 吸力很大 质量不错 吸力持久 吸尘很干净 吸尘器不错 功率大 吸尘很干净 小巧轻便,"美的C3-L111D,2713086,6.5kg,中国大陆,地板，地毯，瓷砖，厨房,水洗尘杯，旋风过滤,卧式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头，扁嘴吸头，毛刷吸头",地面吸头，扁嘴吸头，毛刷吸头
莱克（LEXY）吸尘器VC-SPD502-1家用无线多功能魔洁M81,莱克电气专卖店,10126613291,3999.00,2999.00,20,100,20,0,0,莱克（LEXY）,使用方便 质量不错 吸力很大 噪音小 吸尘器不错 打扫干净 配件齐全 吸头很多 功率大 吸力持久 吸力很大 噪音小 功率大 吸头很多 质量不错 吸力很大 打扫干净 使用方便 吸尘器不错 质量不错 噪音小 吸力持久 功率大 配件齐全 吸头很多,"莱克（LEXY）吸尘器VC-SPD502-1家用无线多功能魔洁M81,10126613291, ,5.0kg,地板，地毯，瓷砖,水洗尘杯，水洗滤网,无线吸尘器,充电式（无线）,500W以下,毛刷吸头，其他",毛刷吸头，其他
海尔（Haier）ZC405S 家用床铺除螨仪 紫外线杀菌 手持推杆吸尘器,海尔吸尘器旗舰店,4401908,759.00,498.00,400,98,400,3,4,海尔（Haier）,外观漂亮 吸尘器不错 小巧轻便 吸力很大 使用方便 质量不错 电源线够长 打扫干净 吸尘很干净 刷头多样,"海尔ZC405S,4401908,3.65kg,中国大陆,地板，地毯，沙发，床铺,水洗尘杯，水洗滤网，除螨,除螨仪,电源式（5米以下）,500W以下,床褥沙发吸头，地面吸头，毛刷吸头",床褥沙发吸头，地面吸头，毛刷吸头
杰诺吸尘器小型家用强力干湿吹三用吸尘机,莫甘娜专营店,1533403034,460.00,299.00,4700,98,4600,60,30,杰诺,质量不错 吸尘器不错 噪音小 吸力很大 吸尘很干净 使用方便 打扫干净 电源线够长 功率大 吸头很多 吸尘器不错 吸力很大 电源线够长 东西不错 功率大,"杰诺吸尘器小型家用强力干湿吹三用吸尘机,1533403034, ,6.6kg,202X-G,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,桶式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，小吸头，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，小吸头，其他
美的（Midea）吸尘器C5-L141C多锥内旋风卧式吸尘器,美的吸尘器旗舰店,1690686,499.00,449.00,1800,97,1700,40,10,美的（Midea）,吸尘器不错 吸尘很干净 吸力很大 质量不错 打扫干净 使用方便 电源线够长 外观漂亮 噪音小 功率大 吸尘器不错 噪音小 吸头很多 吸力持久,"美的C5-L141C,1690686,7.9kg,中国大陆,地板，地毯，瓷砖，厨房,水洗尘杯,卧式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头，扁嘴吸头，毛刷吸头",地面吸头，扁嘴吸头，毛刷吸头
海尔（Haier）除螨仪家用 小型手持床上除螨吸尘器家用除螨机ZC405S 奢华三合一,海尔生活家电旗舰店,11049643123,699.00,499.00,800,97,800,10,10,海尔（Haier）,吸尘器不错 质量不错 使用方便 打扫干净 配件齐全 外观漂亮 电源线够长 吸力持久 功率大 吸力很大,"海尔（Haier）除螨仪家用 小型手持床上除螨吸尘器家用除螨机ZC405S 奢华三合一,11049643123, ,2.3kg,中国大陆,地板，地毯，瓷砖，沙发，床铺，汽车,水洗尘杯，除螨,除螨仪,电源式（5米以下）,500W以下,床褥沙发吸头，地面吸头，缝隙吸头",床褥沙发吸头，地面吸头，缝隙吸头
美的（Midea）H3-L031D除螨真空吸尘器 小型手持便携式床铺除螨仪家用吸尘器,美的吸尘器旗舰店,2313910,299.00,249.00,2400,97,2300,30,10,美的（Midea）,使用方便 电源线够长 打扫干净 小巧轻便 吸力很大 外观漂亮 吸尘器不错 质量不错 吸尘很干净 配件齐全,"美的H3-L031D,2313910,2.7kg,中国大陆,床铺,除螨,除螨仪,500W以下,电源式（5米-10米）",none
海尔（Haier）ZL1205C 家用 车用无线锂电充电手持吸尘器,海尔吸尘器旗舰店,3855597,1499.00,999.00,100,98,100,2,2,海尔（Haier）,吸尘器不错 外观漂亮 使用方便 吸力很大 配件齐全 打扫干净 质量不错 功率大 吸尘很干净 小巧轻便 功率大 吸头很多 外观漂亮 吸力很大 打扫干净,"海尔ZL1205C,3855597,4.75kg,中国大陆,地板，地毯，瓷砖，沙发，汽车,水洗尘杯，水洗滤网,无线吸尘器,充电式（无线）,500W以下,电动吸头，扁嘴吸头，毛刷吸头",电动吸头，扁嘴吸头，毛刷吸头
松下（Panasonic）MC-BD767 无线 手持式除螨真空吸尘器（雅金）,奥购专营店,13597292728,2999.00,2980.00,0,100,0,0,0,松下（Panasonic）,,"松下（Panasonic）MC-BD767 无线 手持式除螨真空吸尘器（雅金）,13597292728, ,4.4kg,地板，地毯，瓷砖，厨房，沙发，床铺,除螨,无线吸尘器,充电式（无线）,500W以下,电动吸头",电动吸头
karcher德国凯驰地毯清洗机干湿 喷抽式多功能强力吸水机 吸尘器家用SE4001,凯驰专卖店,1680038084,5680.00,3490.00,40,98,40,1,0,凯驰（karcher）,吸力很大 吸尘器不错 电源线够长 使用方便 配件齐全 打扫干净 吸尘很干净 吸头很多 东西不错 吸力持久 使用方便 吸尘很干净 吸力很大 电源线够长 打扫干净 配件齐全 吸力很大 噪音小 质量不错 吸尘器不错,"karcher德国凯驰地毯清洗机干湿 喷抽式多功能强力吸水机 吸尘器家用SE4001,1680038084, ,8.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，酒店，工业,桶式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
杰诺工业吸尘器干湿两用大功率商用酒店宾馆洗车场工厂车间大型桶式吸尘机4800W 80升4800W升级版,杰诺官方旗舰店,10649146548,3200.00,1879.00,100,97,100,2,1,杰诺,吸力很大 使用方便 打扫干净 功率大 质量不错 节能电机 尘杯容量大 配件齐全 噪音小 吸尘很干净 配件齐全 电源线够长 易收纳 吸力持久 吸力很大 吸力持久 吸力很大 打扫干净 使用方便 配件齐全 噪音小 刷头多样 配件齐全 尘杯容量大 使用方便,"杰诺工业吸尘器干湿两用大功率商用酒店宾馆洗车场工厂车间大型桶式吸尘机4800W 80升4800W升级版,10649146548, ,30.0kg,601S,地毯，瓷砖，工业,水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他
志高（CHIGO）3200W工业吸尘器大功率商用强力工厂车间大型洗车干湿两用70L 3200W 70L,雅柯专营店,11717264288,2699.00,1599.00,200,100,200,0,0,志高（CHIGO）,质量不错 吸力持久 吸力很大 打扫干净 外观漂亮 节能电机 功率大 吸尘器不错 小巧轻便 尘杯容量大 吸尘器不错 打扫干净 外观漂亮 吸力很大 质量不错 打扫干净 使用方便 吸尘很干净 刷头多样 刷头多样 易收纳 外观漂亮 吸力持久 电源线够长 不易缠发 尘杯容量大 外观漂亮 打扫干净 小巧轻便 吸尘很干净 吸力很大 功率大 外观漂亮 电源线够长 打扫干净 节能电机 外观漂亮 噪音小 使用方便,"志高（CHIGO）3200W工业吸尘器大功率商用强力工厂车间大型洗车干湿两用70L 3200W 70L,11717264288, ,10.0kg,地板，地毯，瓷砖，汽车，酒店，工业,桶式吸尘器,电源式（5米-10米）,1800w及以上,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件
洁霸大型工业吸尘器商用吸水机双马达2000w大功率70L 洗车店用酒店宾馆吸尘机BF502 黄色,康庄电器专营店,1679438521,1249.00,759.00,200,95,200,9,5,洁霸（JIEBA）,吸力很大 使用方便 吸尘器不错 吸尘很干净 功率大 吸头很多 尘杯容量大 质量不错 电源线够长 配件齐全 打扫干净 尘杯容量大 吸力很大 吸尘很干净,"洁霸大型工业吸尘器商用吸水机双马达2000w大功率70L 洗车店用酒店宾馆吸尘机BF502 黄色,1679438521, ,28.0kg,中国大陆,BF502,地板，地毯，瓷砖，沙发，汽车，酒店，工业,桶式吸尘器,电源式（10米以上）,1800w及以上,地面吸头，扁嘴吸头，毛刷吸头，拖地附件，其他",地面吸头，扁嘴吸头，毛刷吸头，拖地附件，其他
志高（CHIGO）工业吸尘器大功率强力商用大型桶式吸水工厂用干湿两用吸尘机60L 1600 ZG-X308C-2-60L,清境电器专营店,12187891630,1599.00,899.00,200,100,200,1,0,志高（CHIGO）,质量不错 吸尘器不错 配件齐全 吸力很大 电源线够长 噪音小 打扫干净 吸尘很干净 吸力持久 刷头多样 质量不错 电源线够长 吸尘很干净 吸尘器不错 质量不错 电源线够长 外观漂亮 吸尘很干净 质量不错 尘杯容量大 不易缠发 吸尘很干净 吸头很多 使用方便 打扫干净 不易缠发 吸尘器不错 尘杯容量大 噪音小 外观漂亮 吸头很多 打扫干净 节能电机 噪音小 吸尘器不错 外观漂亮,"志高（CHIGO）工业吸尘器大功率强力商用大型桶式吸水工厂用干湿两用吸尘机60L 1600 ZG-X308C-2-60L,12187891630, ,13.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件
苏泊尔（SUPOR）XCL20B07B-14苏泊尔吸尘器 家用无耗材卧式多锥吸尘器,苏泊尔吸尘器官方旗舰店,3574713,399.00,359.00,300,96,300,6,6,苏泊尔（SUPOR）,吸尘器不错 吸尘很干净 质量不错 使用方便 打扫干净 功率大 小巧轻便 吸力很大 电源线够长 吸力持久 吸尘很干净 很不错 节能电机 电源线够长 打扫干净 吸尘器不错 吸力很大 吸尘器不错 吸尘器不错 噪音小 打扫干净 节能电机 吸尘很干净 吸力很大,"苏泊尔XCL20B07B-14,3574713,6.3kg,中国大陆,XCL20B07B-14",none
杰诺工业吸尘器干湿两用大功率商用酒店宾馆洗车场工厂车间大型桶式吸尘机3500W 70L升级版-3500W,杰诺官方旗舰店,10648713668,3000.00,1279.00,100,95,100,3,5,杰诺,吸尘器不错 刷头多样 质量不错 吸力持久 外观漂亮 配件齐全 电源线够长 吸力很大 功率大 打扫干净 功率大 吸头很多 吸力很大 打扫干净 使用方便 功率大 吸力持久 吸力很大 吸尘器不错 节能电机,"杰诺工业吸尘器干湿两用大功率商用酒店宾馆洗车场工厂车间大型桶式吸尘机3500W 70L升级版-3500W,10648713668, ,30.0kg,601,地毯，瓷砖，工业,水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他
洁云工业吸尘器干湿两用大功率大型桶式吸尘机吸水商用酒店宾馆洗车场工厂车间吸尘器70升 3200W标配版70L,洁云旗舰店,12176516507,1280.00,988.00,100,99,100,1,0,洁云,质量不错 配件齐全 吸尘很干净 噪音小 尘杯容量大 使用方便 吸力持久 吸尘器不错 不易缠发 外观漂亮 吸尘很干净 尘杯容量大 打扫干净 电源线够长 节能电机 噪音小 电源线够长 小巧轻便 易收纳 吸尘很干净 吸力持久,"洁云工业吸尘器干湿两用大功率大型桶式吸尘机吸水商用酒店宾馆洗车场工厂车间吸尘器70升 3200W标配版70L,12176516507, ,32.0kg,中国大陆,JY309,地板，地毯，瓷砖，汽车，酒店，工业,HEPA滤网（HEPA13及以上），水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，其他",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，其他
德国karcher 无线吸尘器 VC4 充电手持式家用车用二合一,Karcher自营官方旗舰店,4069005,3290.00,1790.00,100,100,100,0,0,凯驰（karcher）,使用方便 噪音小 吸尘器不错 外观漂亮 小巧轻便 吸力很大 质量不错 打扫干净 吸尘很干净 易收纳 打扫干净 吸力很大 吸尘器不错 使用方便,"凯驰VC4,4069005,6.4kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,EPA滤网（EPA12及以下），水洗尘杯，水洗滤网，旋风过滤，除螨,无线吸尘器,充电式（无线）,500W以下,地面吸头，缝隙吸头，毛刷吸头",地面吸头，缝隙吸头，毛刷吸头
胡佛Hoover真空干湿两用推杆式吸尘器水过滤洗地机拖地机地板地砖清洁机吸层器直立电拖把,Hoover生活电器旗舰店,10019619346,2499.00,1799.00,90,94,90,2,4,Hoover,电源线够长 吸尘很干净 功率大 吸力持久 使用方便 打扫干净 不易缠发 外观漂亮 小巧轻便 吸力很大 不易缠发 质量不错,"胡佛Hoover真空干湿两用推杆式吸尘器水过滤洗地机拖地机地板地砖清洁机吸层器直立电拖把,10019619346, ,6.4kg,地板，瓷砖，厨房,水洗尘杯，干湿两用,立式/手持吸尘器,电源式（5米-10米）,500W以下,毛刷吸头",毛刷吸头
伊莱克斯 Electrolux 便携式 卧式吸尘器家用 ZLUX1821IW,伊莱克斯小家电官方旗舰店,2883189,699.00,699.00,700,97,700,10,8,伊莱克斯（Electrolux）,吸尘很干净 使用方便 打扫干净 功率大 吸力很大 外观漂亮 质量不错 吸尘器不错 小巧轻便 噪音小 功率大 使用方便 吸力很大 打扫干净 吸尘很干净,"伊莱克斯ZLUX1821IW,2883189,6.73kg,中国大陆,ZLUX1821IW,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,EPA滤网（EPA12及以下），水洗尘杯,卧式吸尘器,电源式（5米-10米）,1800w及以上,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头
